Id;Latitude;Longitude;Cluster
06dfb68d-22a8-44e1-b6fa-efe1e60a2b0c;-7.1103113;-34.8513172;6
06e482bf-e680-487c-8d66-c113d641778d;-7.09781;-34.86651;6
06f1f6c4-f2f1-4dcc-b196-59a62966fbf3;-7.2038586;-35.8951489;0
071a3083-ab63-4274-9a8d-d0ed8b588868;-7.075;-34.83179;4
071b0980-182e-4a41-a426-151bc116a116;-7.1502874;-34.8504632;6
07239f46-ace8-4f8e-9a3b-fb7a918904f7;-7.0696103;-34.8415859;4
0742965a-2d46-4892-866f-15fe5d13960a;-7.1377315;-34.8776093;6
074dc813-0786-44eb-9571-b79c6ff5eb91;-7.0979761;-34.8580462;6
075f2c62-6831-480d-bd60-bf8911e1770d;-7.0756031;-34.844945;4
0761b5f8-831c-4f77-b609-96309c69ed65;-7.0884025;-34.8372657;4
07624cb3-a3e2-4087-bf5e-aeb1f90388c6;-7.1776332;-34.8761202;6
0763146d-e274-4d7f-8a21-334081878fb6;-7.12174;-34.85339;6
077eadfb-88a6-4a21-9bd6-a313152295a7;-7.17898;-34.87145;4
0793aec5-5c84-4ee6-b5b6-6fc964df8c66;-7.1419984;-34.9106731;0
07a8a65b-0e48-4fe6-b4e0-db025dfa57af;-7.1297619;-34.8274762;6
07ceecd6-e5a2-4e2f-9f94-7357dd8e6ed3;-7.1141108;-34.8272053;6
07dcec43-468e-4b7a-ab33-9d89d79e5b95;-7.12111;-34.84161;6
07e0b51d-a8e2-4694-b5a1-9a7592c48caf;-7.1356368;-34.9507795;3
0800b867-ddb0-4a5c-827e-7bc2ff609817;-7.1521977;-34.8383917;6
08065d2a-1a42-4744-9112-9ac8ef649227;-7.2013276;-34.845925;6
0807809e-b9eb-41b5-acd9-bdf977a31220;-7.0839789;-34.8436049;4
081d6e0e-3e82-498f-b432-6c73f8f9c72b;-7.1468865;-34.840923;6
085b5cc8-b9a4-4f7a-8d7a-7781c2917b0a;-7.0744907;-34.8431839;4
088163d3-97b5-484d-9c5c-3584f21cf6a4;-7.1238299;-34.8240388;6
08c39aba-a738-48c1-8024-633f823055eb;-7.1464597;-34.8413563;6
08c91f95-4b47-49b1-869f-c43c8b32ffbd;-7.11287;-34.82461;6
08cb2168-a82f-4e94-abb6-f81ea1b328d0;-7.0689343;-34.8375916;4
08f50271-b131-4684-97dc-2317ab0c8a65;-7.1166431;-34.8271624;6
08f5b2d0-a03f-4e2e-b5c5-2ec1b9287ea5;-7.1847217;-34.8450679;6
08f829e5-4119-4554-9b9a-8c6c1a99ea78;-7.1177964;-34.8645523;6
08fee917-581b-4efb-ba45-ed4c4ed3b7f3;-7.0645413;-34.8426151;4
08ffe25e-c210-439d-aa9a-6caa993f7348;-7.06603;-34.84447;4
0909a2cb-cd75-4563-9ce9-0c723bded473;-7.1310304;-34.878013;6
092fa036-8dc3-4124-b871-173f6126f4eb;-7.0811411;-34.8381473;4
093add4e-8246-4bf8-9e17-54c983d89bcd;-7.12063;-34.8771;0
09494bdd-c736-4ade-b314-6e0f83aba956;-7.09083;-34.83858;4
0949f0b3-c682-4e7e-a6e3-a53360c04f2e;-7.0820106;-34.8378256;4
096563c7-0612-4699-8298-e365f53be525;-7.0965454;-34.8455395;4
09897c4e-d4d2-471a-a249-531ed3dbbf0e;-23.6454505;-46.7695212;0
09cf39af-a8e8-4c0d-8fa3-1c10cc0605ef;-7.08412;-34.84607;0
09dc5513-b49a-4124-a94a-dc8ef63a5f51;-7.2048862;-34.8578251;6
09e63e4f-d1e9-4e06-ab5c-444fdcfc24ca;-7.0984174;-34.8385146;6
09ef7156-9bc8-4b63-ac65-e4983fff2a65;-8.2048359;-34.9229776;0
09f9bad3-8bcd-46f7-8d2a-6adff738c1fb;-7.2607782;-34.9078256;5
0a06f246-9cfd-4415-adfb-a047b1093399;-15.7429054;-47.9123411;3
0a099806-e298-4cde-af7c-84c8d9d7abdf;-7.1841382;-34.8641263;6
0a30e27c-d199-40ff-a2ca-ddcac785329e;-7.1105224;-34.834163;6
0a31530c-fd59-45d3-8dce-88160ca33ad9;-7.1313866;-34.9223523;6
0a4bed24-9375-466d-b200-5508140959ec;-7.0995;-34.83866;6
0a4d4574-e576-49a4-953c-3e1c56dc521a;-7.1619891;-34.8721901;6
0a732902-95b4-4c39-a730-c4e543a919ea;-7.0756;-34.84198;4
0a859a40-6191-4037-a87a-a0c58ea3a8c0;-7.10528;-34.85718;6
0a871355-1a7c-4377-9b1e-a23707f23097;-7.1536921;-34.8296782;6
0aa7d685-5de5-4865-b90d-deed75780a05;-7.0837984;-34.8390569;4
0ae3a9ea-788a-4f9f-aa6f-568f2a5a212a;-7.06792;-34.84468;4
0af2061f-3240-4073-bf18-eb040504a0d2;-7.1582966;-34.7949932;0
0af2167f-3f15-4298-93ea-d03d208f65d1;-15.7655526;-47.7777121;5
0b1530c9-0997-4c81-9e35-303a36c380ec;-7.0820295;-34.8359854;4
0b4ae65e-a970-4a42-82f6-fc87178c5c8e;-7.0689343;-34.8375916;4
0b58374a-67a9-4553-b743-a3442826c173;-7.1960035;-34.8528805;6
0b6015a4-e9ac-4a15-bb72-cd91fbd16e1a;-7.1176843;-34.8595615;6
0b6e43d5-014a-4392-982e-6b51afd5d92e;-7.1200065;-34.8294599;6
0b718727-d296-4760-a097-e774c4417c57;-7.26084;-34.90961;0
0b75a8b0-213e-417f-ad6b-26b9d0429b80;-7.1830275;-34.8920975;6
0b882d30-5e31-427f-95fc-d3c2df8a3b58;-7.1174233;-34.8360251;6
0b91c71f-2ffc-456a-97d8-5e07795d7332;-7.1125771;-34.8267945;6
0b9e963c-bfd7-4f1e-bc05-bd3113077298;-7.0829689;-34.8356707;4
0be3947d-33eb-4a88-a82e-eddcca9cadfa;-7.1892206;-34.8841422;4
0be8cf75-bb91-4133-9071-c972255b6f73;-7.148648;-34.9707062;3
0bea2514-a90d-4a98-8cfa-23911404c542;-7.11603;-34.83408;6
0bf8394b-139e-44a6-a557-b518f76d2ea2;-7.1720294;-34.8832694;6
0bff10e2-36bb-47b6-a670-732aacc22feb;-7.0963809;-34.8403182;4
0c0b3167-14fb-48b7-98fd-d3e82831bdc3;-7.2588745;-34.9341141;0
0c1566be-4d82-459c-8b10-dc70395bb284;-7.15139;-34.96806;3
0c1679b2-efaa-491b-acee-0718bcb14e25;-7.157211;-34.8248886;6
0c2f3487-5661-4acb-b049-b145db0339ae;-7.1500342;-34.8514441;6
0c42cea7-1e24-428c-858f-c29348aaf4d8;-7.0887062;-34.8406103;4
0c59a9b2-dd0b-4ae9-9fc4-130e8f8cfad5;-7.1158311;-34.8799019;5
0c6d8294-8ba4-4796-9a37-05ce1b025efa;-7.26084;-34.90961;0
0c730766-0df6-4ba4-9d80-5a50c275700e;-7.1931121;-34.851848;6
0cad06ff-31fd-4424-b682-4f0646eddac5;-7.117168;-34.8346054;6
0cbd4abf-ee95-41e5-ae08-5c6227d5737a;-7.1451947;-34.8462848;6
0cbe7c0c-4669-4212-a820-ea287985e3d8;-7.0768464;-34.8459897;4
0cdcdec4-9419-4d47-82ae-42bf55b54da1;-7.0734216;-34.8436779;4
0ced149b-feab-4ae4-8f2a-1e82f3b47d1b;-7.1468084;-34.8281375;6
0d2b01b8-c15f-46df-a278-9181e9397b86;-7.08241;-34.83407;4
0d3abc6e-f118-405b-9ee8-df5d579fe1bf;-7.0720355;-34.8410974;4
0d3ed67d-e615-40e1-baaa-73e605abbd72;-7.0774452;-36.0598575;5
0d41b427-afdf-478c-b647-ecad60371389;-7.1583043;-34.842369;6
0d511a1a-9c94-42b4-8f28-f29e7210b354;-7.08161;-34.83541;4
0d51aef0-3f03-4021-b529-8de30e5839e4;-7.1691561;-34.8622044;4
0d7036fe-9994-4909-a79b-f09f283e9569;-7.1757615;-34.8610548;6
0d9c8aeb-9594-4580-9176-9c16b8168570;-7.112453;-34.825229;6
0da0291e-f10a-4b28-8ed6-0c27e6c70fe5;-7.2037821;-34.8607137;6
0ded8a19-6559-41d2-a511-2fb3d1cf4ec3;-7.3580831;-35.7841808;0
0dff7d63-e016-4f08-9cc9-c207f7508311;-7.0664309;-34.8473156;4
0e154536-81c6-4209-863c-6d4e3b8573a5;-7.1053667;-34.8549736;6
0e177138-5fe4-497c-a9c7-16234968020b;-7.1255014;-34.859864;6
0e271e62-2da7-468b-93ca-68f40b50c333;-7.1746557;-34.8954009;2
0e35e24c-b55d-4db1-a412-0c7939733abd;-7.0954571;-34.8409622;4
0e36c3e8-2826-4f94-819f-7765f9fdbbcd;-7.0528496;-34.8481479;6
0e44e2ee-88b0-4045-9aa6-7f0843e892d6;-7.2241369;-35.8832382;6
0e4e47de-496c-4cc4-8b0e-bfe4f6d9e974;-7.1188352;-34.8814339;6
0e61b8ff-d35e-4a85-aefc-bbb2f970c855;-7.1888395;-34.8525395;6
0e71f567-2350-40bf-8789-f7e4121ab6c9;-7.207971;-34.844134;6
0e77d33b-2685-4a20-9ea5-5913ce547222;-7.0756131;-34.8369125;4
0e7dbb2c-5e90-4db5-96a9-74f2a3ae88ed;-7.1555166;-34.8339246;6
0e7e9a3e-b323-40f9-8354-2e1957d3be90;-7.099739;-34.834805;6
0ea25ba4-dbf3-40e9-9323-e935bbdc8a5e;-7.05335;-34.84656;6
0eaf17fb-f186-455e-b95a-c690a40b591a;-7.07423;-34.83435;4
0eb4d8ea-478c-4246-b79b-afab39cfc798;-7.1026785;-34.8415932;6
0eb5dc0a-1af9-4478-a15e-ea59e51a2f36;-7.1207386;-34.8263034;6
0ec45419-434a-4bf9-bbf8-3a901a9dda76;-7.0629402;-34.8475084;4
0ecfc406-3935-41d5-87a6-7f011d4d2a00;-7.1530628;-34.8454954;6
0ecfd805-700f-4467-8236-ce82538dd5e9;-7.0454726;-34.8418721;6
0ed30dea-1315-4aff-9c36-c1e256642193;-7.1695214;-34.8895841;6
0ee04dc7-9684-49db-ae14-c8c1abe93cdb;-7.1545381;-34.853837;6
0ef78051-c1ae-4add-a051-979fcba96c30;-7.161248;-34.8512315;6
0efa79a8-aa27-47d6-ae26-5a147f875e3f;-7.1380921;-34.8233206;6
0efe40b1-f6fc-427d-82dc-a5b497353209;-7.1129143;-34.8519133;6
0f032d2e-88dc-4db0-99d6-c721d15bb77e;-7.1629857;-34.8805407;6
0f0bce4d-d77d-4f9c-8e3d-384dbd1e8b9f;-7.09484;-34.84332;4
0f106e2b-9f94-4ac6-b772-5b68e7988e62;-7.0830519;-34.8404486;4
0f1708e3-2d4c-440a-90ba-04678f5a9db6;-7.1571312;-34.8947683;0
0f22da00-c06c-4525-b615-df0360269493;-7.1161066;-34.834034;6
0f4393e3-def6-4a55-a8aa-5de553b3587b;-7.2388371;-35.917981;0
0f4d11e7-eef0-4a67-9050-01426405ed02;-7.1636336;-34.8441967;5
0f714c47-7471-46f0-9138-f7c03a11fea4;-7.1873396;-34.8469878;6
0f8286fd-ea3c-43e7-b7a2-02067a359978;-7.12159;-34.82759;6
0f9d7619-3f64-4c92-bef9-133c6c2db406;-7.2236474;-35.8905303;6
0fb3c4b0-2656-4ebf-b930-16d0e99867dc;-7.0282555;-34.8332053;5
0fbce8f6-e0ae-416c-8158-cf9e9331850b;-7.0683652;-34.8380539;4
0fc218e8-b15a-489c-9333-c9490f12aac3;-7.0281237;-34.8337536;5
0fd09060-d7ee-428f-a048-48466152e7b3;-7.0978596;-34.8410739;6
0fdef77c-0424-42de-a29e-95bf963df356;-7.0776208;-34.8434555;4
0fe40742-29f4-48b4-9f42-cec9ac329455;-7.08661;-34.84021;4
1003fc2f-a651-44c6-9634-21b593bd343c;-7.1157809;-34.8293302;6
10042162-eb30-4cda-8f0d-092ce0d2113f;-7.1320236;-34.8296027;6
102a22e1-4961-49b7-aad6-d476a3d1cf53;-7.0699029;-34.839893;4
10bd5787-0855-4274-81cc-75c9b394aeab;-7.172054;-34.8393274;6
10e34783-7b10-4746-9dd4-2b27b4e17374;-7.1489524;-34.8797877;6
111f7fa3-73e5-4148-bf36-9002d485e62d;-7.207971;-34.844134;6
1146ae16-8514-449e-84c7-cc205acffe5b;-7.0832145;-34.8426106;4
114a42a9-9993-454e-b5b1-2c4cfca71658;-7.16579;-34.90029;6
117ba8f2-08bd-46dc-8fad-a0ebf85e1423;-7.1554;-34.83685;6
1189e46e-7fc8-4434-aaa5-fc38618b3327;-7.1231243;-34.913882;0
11bb3940-a7ba-4d4d-8b19-c7add27600b0;-7.1604881;-34.8070794;6
11d01a29-8a9a-4390-842a-d8abd61456f3;-7.181013;-34.8885691;6
1207ff1f-31af-4809-b2dd-9175066c11d6;-7.08857;-34.8408;4
122b3ea3-3b50-4fc0-aa08-fcf485eabc01;-7.0863144;-34.8371126;4
122c4282-ba5f-47c0-8c23-6025c5ced993;-7.1627014;-34.8681147;6
125255f5-b1d8-4f7d-8aeb-8507571e280c;-7.1192765;-34.8437803;0
127b6fa4-c9cd-49fa-8dab-bdf7e0a86062;-7.1534604;-34.8351876;6
129102e7-06e0-40d9-ac1f-86649b9f1a4b;-7.08311;-34.84911;0
12a78a69-2f7e-4b65-9f75-4dd51583f98a;-7.1847324;-34.8689752;6
12bb64d1-9c05-438c-bbeb-d61ee58b13b5;-7.1379187;-34.8273816;6
12cf19f1-b6ce-4f39-8fd6-a69e5bce9516;-7.0730657;-34.8412648;4
12dee98e-919c-496f-8dda-dbcc4d0a0679;-7.0756567;-34.8349653;4
12e58335-b56d-4d78-9dda-e03ee47b033a;-7.1197528;-34.8337288;6
12fa7c53-9c5a-4ea7-ac98-f1266f9465f1;-7.1215784;-34.8534274;6
12ff06ef-9450-471c-8f54-46f947491029;-7.1339976;-34.8264318;6
130a0c4f-394d-46a2-9f24-f1b125ea8f36;-7.1574903;-34.8198763;6
130e7d61-f875-4f76-999b-23467a1031dd;-7.0714771;-34.836162;4
13103843-60fc-44d1-b625-9e2ca8ac6f31;-7.1750055;-34.8670282;6
1320fe12-5d91-41af-b115-719091fadfcf;-7.0858152;-34.834038;4
135145dd-0bc5-4990-8060-7aa6382fc028;-7.148584;-34.9709046;3
1357a8fa-736a-481f-a72b-99f230dc618d;-5.941959;-35.2754659;5
136300b4-c685-4057-9101-fcaea7a8d3d3;-7.1317562;-34.8269003;6
136d8b28-224d-458a-9394-a05363fcfa59;-7.0778504;-34.8370096;4
13853fe5-0867-4581-a0bc-dd05467a195d;-7.10167;-34.85631;6
1386adcf-8986-498c-8e7b-a6ad59853be8;-7.2027687;-34.8502368;6
13cf11f4-7ff7-4577-8306-b61db2aeb12e;-7.1746987;-34.9255867;6
13d2c39f-a4f8-432d-94d6-b7d2a0833e5e;-7.098196;-34.8431653;6
1406943e-6361-4f19-b3f2-fc1aeb2fdf42;-7.1107443;-34.8321364;6
1428afda-e21c-471f-b878-b25cbb0ffef2;-7.1233991;-34.8321688;6
143dc6ea-c820-4dd5-aea9-9fe55451db3f;-7.08914;-34.84145;4
14481090-4cab-4590-872a-8d25e236b1e9;-7.0876634;-34.8402811;4
146b1621-7d8c-46d9-9dce-56965b07722c;-7.10258;-34.84614;0
147fd4b1-9984-4ae2-9129-afed91f0c803;-7.26084;-34.90961;3
1483d1b8-9863-4b5a-89c6-0d941e2854d2;-7.14873;-34.83281;6
149af6a2-6070-4445-a984-7db16f2e6820;-7.15057;-34.85045;6
14c1e80a-83be-43ce-9285-227516787750;-7.1297619;-34.8274762;6
14c219e1-70fb-4f04-a47a-866e913f470a;-7.0958746;-34.8381337;4
14d137a5-fb5a-495e-abc9-0636d78dda61;-7.2079369;-34.8448591;6
14ee9001-810b-4179-b932-28968bb7cae1;-7.1511459;-34.8309487;6
1506b784-09aa-47bb-8a4e-35f77db75f61;-7.14372;-34.89174;3
150af648-c93b-4d83-8317-063d72524888;-7.153753;-34.8330729;6
15144afe-2653-4795-8ab1-e33083352680;-7.0604234;-34.8466753;4
152c918f-c0a2-4812-bdf5-dd2261031b17;-7.1136164;-34.8477115;6
1542a38f-cf66-47bc-be57-57e38cbc0827;-7.0610971;-34.8424673;4
15589879-11ed-4262-906b-e0471dc929f1;-7.1946049;-34.8577713;6
1559da96-d0a6-4879-9d01-62d70e00c0fc;-7.0881196;-34.8364455;4
15699c8c-6424-4ab7-8ef5-98cf5580510b;-7.0837212;-34.840299;4
156f3d79-4458-43ac-94d0-b068462ab314;-7.2473627;-35.8938533;6
15763128-32fd-41f0-b583-91b9c99588d6;-7.1164303;-34.8294415;6
158eff8d-d65b-431a-9396-11a3224137d0;-7.2502674;-35.8728091;0
15a20cc0-5d13-4d1a-ba3d-3427fb3593c9;-7.079536;-34.848183;3
15abbf96-2747-4eb2-9c5e-c7d21b9e727e;-7.1441787;-34.9097826;0
15b977fb-3bb7-466f-8c3a-ddc1305b16fc;-7.0675056;-34.8457985;4
15c74b76-736c-46fb-9848-afee8d054199;-7.0899454;-34.8393401;4
15cd675b-e725-480b-baaa-a855e5d80122;-7.2005899;-34.8532119;6
15ce363c-504a-45f5-914d-777fb6d72281;-7.1233991;-34.8321688;6
15d4a975-006c-4541-80da-d3784fa330fc;-7.17433;-34.86053;6
15da276a-3517-44f0-bd67-62e7904fa6c6;-7.3861431;-37.5104892;0
15ea43b4-bda9-489d-9efb-152dea943971;-7.141734;-34.9229446;3
160dd8e0-0fbf-41bd-be67-65f074209816;-7.09638;-34.84308;4
160f3dc9-cd3e-41e3-9cca-ca1bb5785710;-7.15426;-34.85094;6
161403b8-1157-45ec-a64e-007f64432374;-7.1944555;-34.855287;6
16188e76-3801-4c6a-ba16-487e17abbaf9;-7.1291828;-34.9593128;6
16228e56-716d-4d24-90a9-f6a1a132226a;-7.0686148;-34.8468959;4
16269067-7faf-403f-b1be-f140a1bdaf45;-7.1542152;-34.8536949;6
1634621e-92e7-4536-9085-04501ad14cef;-7.15443;-34.89403;3
1677a843-eb79-42b4-813b-aa1b7695991c;-7.0869875;-34.8359221;4
16931758-d0fa-4698-b588-d3731fb2623e;-7.1261508;-34.8241037;6
16a5230b-5ccb-4d43-af05-a7e2598bda7a;-7.1519098;-34.845246;0
16af1b6e-9752-4ea6-8d70-874531804332;-7.1811049;-34.8854782;0
16c783fa-8966-4d92-92ba-d990660227d7;-7.11083;-34.86153;6
16d0c414-f376-4779-8f67-1590dc0f7078;-8.0451303;-34.9115061;0
16e3a2fc-1bf1-4f1d-980a-cc7a979ffd01;-7.0811411;-34.8381473;4
16fe2f80-a000-40f4-afff-db72f232179d;-7.112378;-34.8592672;6
1705a0df-1000-4c96-a7e5-50aa2e34d77b;-7.2075098;-34.8550135;6
170b8391-5ab8-4c97-a3d3-5545e96dcafc;-7.2501695;-35.8965374;6
1711e328-9a3d-483d-807e-bf692a526a1f;-7.1215784;-34.8534274;6
1712cfd4-dd5e-4ae9-99e1-4afab4a19985;-7.1127264;-34.8460984;6
171a765d-f17a-45e2-8a4e-8ed528a34875;-7.223557;-35.8758263;3
17218661-b02b-4bb8-be92-6b0fdc824f0a;-7.156814;-34.8755001;6
174f87d8-27b5-4574-b55b-93c70d46dd24;-7.1972674;-34.8724703;6
174fbf57-a4a2-45ad-ae0e-01af3ce833b6;-7.1868124;-34.8543565;6
175d0587-cb49-489f-9f21-3632cb4f5b54;-7.1499283;-34.8830986;6
1772aa1a-c9a1-4fec-baf2-ffe17ea23a4b;-7.1349129;-34.9240989;0
17871f05-c7ef-4a6e-9ec8-c1c248d4570e;-7.15437;-34.82617;6
178ccb68-3cc3-4ef0-a412-a54ed6b591e1;-7.03884;-34.84424;0
1795c938-ac4c-4ee6-9250-450ccc86a577;-7.11487;-34.83081;6
17aca2cd-e901-41f8-ae57-2875656e0f20;-7.1605317;-34.8463989;6
